id;cnpj_base;cnpj_ordem;cnpj_dv;situacao_data;atividade_inicio;cnae_principal;cep;uf;municipio;cnae_descricao;natureza;capital_social;porte_empresa;natureza_descricao;matchmaking
144500010PR;79114450;0010;56;2005-11-01;1977-02-01;4692300;87120000;PR;7555;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;167934000.0;demais;Cooperativa;3
144500023PR;79114450;0023;70;2005-11-01;1982-06-01;4692300;87720140;PR;7749;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;167934000.0;demais;Cooperativa;3
144500137PR;79114450;0137;39;2005-11-01;1999-07-01;4632001;87450000;PR;7931;Comércio atacadista de cereais e leguminosas beneficiados;2143;167934000.0;demais;Cooperativa;3
298880003PR;79129888;0003;89;2005-11-01;1970-12-01;1052000;80430060;PR;7535;Fabricação de laticínios;2143;0.0;demais;Cooperativa;2
274400001SP;59527440;0001;44;2005-11-01;1988-09-01;6550200;13201080;SP;6619;Planos de saúde;2143;0.0;demais;Cooperativa;2
635690022PR;79863569;0022;65;2005-11-01;1999-03-01;4623199;85580000;PR;7617;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;0.0;demais;Cooperativa;3
067790037PR;80906779;0037;59;2005-05-01;1997-02-01;1629301;86600001;PR;7825;Fabricação de artefatos diversos de madeira, exceto móveis;2143;0.0;demais;Cooperativa;3
151490008PR;81115149;0008;94;2004-09-01;2004-09-01;6424704;85400000;PR;7581;Cooperativas de crédito rural;2143;0.0;demais;Cooperativa;3
852770001MG;22585277;0001;66;2005-08-01;1987-01-01;1422300;35400000;MG;4921;Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias;2143;0.0;demais;Cooperativa;2
842780004PR;81584278;0004;06;2005-11-01;1974-09-01;4683400;85988000;PR;5529;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
842780041MS;81584278;0041;42;2005-11-01;2003-10-01;1066000;79980000;MS;9179;Fabricação de alimentos para animais;2143;0.0;demais;Cooperativa;2
394390001PR;78339439;0001;30;2005-11-01;1980-03-01;6550200;82530450;PR;7535;Planos de saúde;2143;0.0;demais;Cooperativa;2
275570006PR;82527557;0006;54;2004-06-01;2004-06-01;6424703;85620000;PR;7833;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
866030009SC;83086603;0009;32;2004-10-01;1984-10-01;3511501;89885000;SC;8315;Geração de energia elétrica;2143;24712746.0;demais;Cooperativa;3
588240009SC;83158824;0009;79;2005-11-01;1980-09-01;4731800;89620000;SC;8069;Comércio varejista de combustíveis para veículos automotores;2143;0.0;demais;Cooperativa;2
588240023SC;83158824;0023;27;2005-11-01;1987-08-01;4692300;89620000;SC;8069;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;0.0;demais;Cooperativa;3
588240035SC;83158824;0035;60;2005-11-01;1996-08-01;0141501;89620000;SC;8069;Produção de sementes certificadas, exceto de forrageiras para pasto;2143;0.0;demais;Cooperativa;2
588240042SC;83158824;0042;90;2005-11-01;2003-01-01;4611700;89634000;SC;0904;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;2143;0.0;demais;Cooperativa;3
052350004SC;83305235;0004;61;2005-09-01;1969-03-01;4683400;89882000;SC;5593;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
052350007SC;83305235;0007;04;2005-09-01;1972-09-01;4683400;89865000;SC;8223;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;3
052350034SC;83305235;0034;87;2005-09-01;1979-03-01;4683400;89856000;SC;5585;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;3
052350046SC;83305235;0046;10;2005-09-01;1982-06-01;4623108;89820000;SC;8383;Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada;2143;0.0;demais;Cooperativa;3
052350050SC;83305235;0050;05;2005-09-01;1984-03-01;4683400;88750000;SC;8053;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
052350058SC;83305235;0058;54;2005-09-01;1984-11-01;4683400;89832000;SC;5737;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
052350070SC;83305235;0070;40;2005-09-01;1985-08-01;4683400;89803000;SC;8081;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;3
052350072SC;83305235;0072;02;2005-09-01;1986-06-01;4623108;89980000;SC;8067;Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada;2143;0.0;demais;Cooperativa;2
052350089SC;83305235;0089;50;2005-09-01;2000-12-01;4683400;89970000;SC;8015;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
104410009RJ;83310441;0009;74;2005-11-01;1981-11-01;4634601;21535630;RJ;6001;Comércio atacadista de carnes bovinas e suínas e derivados;2143;0.0;demais;Cooperativa;2
732120003SC;83573212;0003;57;2005-11-01;1993-06-01;4711302;89790000;SC;8151;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;65717825.06;demais;Cooperativa;3
732120006SC;83573212;0006;08;2005-11-01;1993-06-01;4711302;89750000;SC;8247;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;65717825.06;demais;Cooperativa;3
732120011SC;83573212;0011;67;2005-11-01;1993-06-01;4691500;89712270;SC;8083;Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;2143;65717825.06;demais;Cooperativa;3
732120034SC;83573212;0034;53;2005-11-01;1993-06-01;4692300;89700156;SC;8083;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;65717825.06;demais;Cooperativa;3
732120031SC;83573212;0031;00;2005-11-01;1993-06-01;4711302;89730000;SC;0886;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;65717825.06;demais;Cooperativa;3
270990006SC;83727099;0006;60;2005-11-01;1985-10-01;8130300;88765000;SC;8337;Atividades paisagísticas;2143;0.0;demais;Cooperativa;2
319270010SC;83731927;0010;10;2005-11-01;1977-07-01;1066000;89874000;SC;8205;Fabricação de alimentos para animais;2143;0.0;demais;Cooperativa;3
373710001PE;41237371;0001;79;2005-11-01;1993-04-01;8888888;55385000;PE;2475;Atividade Econônica não informada;2143;0.0;demais;Cooperativa;2
931370002SC;84093137;0002;09;2003-08-01;1988-07-01;1061901;89108000;SC;8207;Beneficiamento de arroz;2143;0.0;demais;Cooperativa;3
918300002PR;84291830;0002;96;2006-12-01;1975-04-01;1061901;81630230;PR;7535;Beneficiamento de arroz;2143;0.0;demais;Cooperativa;2
918300007SC;84291830;0007;09;2006-12-01;1985-05-01;1061901;88200000;SC;8355;Beneficiamento de arroz;2143;0.0;demais;Cooperativa;2
137410002AC;84313741;0002;01;2003-11-01;1996-01-01;8610102;69918480;AC;0139;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências;2143;0.0;demais;Cooperativa;2
348070006SC;85134807;0006;84;2005-11-01;1980-10-01;4623109;89340000;SC;8159;Comércio atacadista de alimentos para animais;2143;0.0;demais;Cooperativa;2
348070022SC;85134807;0022;02;2005-11-01;1990-10-01;4623109;89300001;SC;8199;Comércio atacadista de alimentos para animais;2143;0.0;demais;Cooperativa;2
469160002SC;85246916;0002;60;2004-12-01;2004-12-01;8621601;88502030;SC;8183;UTI móvel;2143;0.0;demais;Cooperativa;2
897820006SC;85789782;0006;57;2005-11-01;1971-07-01;4711302;89145000;SC;9957;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;40274715.86;demais;Cooperativa;3
383340002RS;87638334;0002;54;2005-09-01;1993-04-01;4771701;99700096;RS;8637;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;2143;0.0;demais;Cooperativa;2
126470005SC;86512647;0005;41;2004-03-01;1982-08-01;4683400;88915000;SC;8391;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
126470023SC;86512647;0023;23;2004-03-01;2003-01-01;4789099;88850000;SC;0973;Comércio varejista de outros produtos não especificados anteriormente;2143;0.0;demais;Cooperativa;3
516600007SC;86551660;0007;71;2001-07-01;2001-02-01;4631100;89563280;SC;8379;Comércio atacadista de leite e laticínios;2143;0.0;demais;Cooperativa;2
516600002SC;86551660;0002;67;2001-07-01;1971-09-01;4683400;89642000;SC;8353;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
516600031SC;86551660;0031;00;2001-07-01;2000-04-01;4683400;89500058;SC;8057;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
866990001PA;22986699;0001;43;2019-01-01;1988-12-01;4789001;66630505;PA;0427;Comércio varejista de suvenires, bijuterias e artesanatos;2143;0.0;demais;Cooperativa;2
189310006RS;87118931;0006;81;2005-11-01;1980-10-01;8411600;97590000;RS;8831;Administração pública em geral;2143;0.0;demais;Cooperativa;3
189310011SC;87118931;0011;49;2005-11-01;1994-03-01;8411600;88301240;SC;8161;Administração pública em geral;2143;0.0;demais;Cooperativa;2
767210003RS;87276721;0003;79;2001-12-01;1975-05-01;0163600;95250000;RS;8515;Atividades de pós-colheita;2143;0.0;demais;Cooperativa;3
004480010RS;87300448;0010;08;2005-11-01;1993-09-01;6550200;95860000;RS;8929;Planos de saúde;2143;0.0;demais;Cooperativa;2
981600012RS;87398160;0012;71;2005-11-01;1985-04-01;4631100;96400903;RS;8531;Comércio atacadista de leite e laticínios;2143;0.0;demais;Cooperativa;3
471880014RS;87547188;0014;95;2005-11-01;1966-08-01;1112700;95700010;RS;8541;Fabricação de vinho;2143;0.0;demais;Cooperativa;2
471880020RJ;87547188;0020;33;2005-11-01;1966-08-01;4635499;20910120;RJ;6001;Comércio atacadista de bebidas não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
781320005RS;87678132;0005;89;2005-11-01;1981-10-01;4611700;96570000;RS;8555;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;2143;0.0;demais;Cooperativa;3
276890016RS;87827689;0016;97;2005-11-01;1999-10-01;6550200;95150000;RS;8767;Planos de saúde;2143;0.0;demais;Cooperativa;3
947010033RS;88094701;0033;65;2004-12-01;1985-12-01;0161099;98560000;RS;8551;Atividades de apoio à agricultura não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
588840006RS;88258884;0006;34;2005-11-01;1996-07-01;8630503;93180000;RS;8799;Atividade médica ambulatorial restrita a consultas;2143;0.0;demais;Cooperativa;2
295870001SC;78829587;0001;33;2005-11-01;1987-07-01;9430800;88706090;SC;8367;Atividades de associações de defesa de direitos sociais;2143;0.0;demais;Cooperativa;2
873570010RS;88587357;0010;50;2005-06-01;1982-05-01;4771704;95185000;RS;8593;Comércio varejista de medicamentos veterinários;2143;0.0;demais;Cooperativa;2
873570034RS;88587357;0034;27;2005-06-01;2004-05-01;4771704;95260000;RS;7377;Comércio varejista de medicamentos veterinários;2143;0.0;demais;Cooperativa;2
132780011RS;88613278;0011;57;2005-11-01;1968-09-01;1112700;95270000;RS;8661;Fabricação de vinho;2143;0.0;demais;Cooperativa;3
167680006RS;89116768;0006;43;2005-11-01;1974-01-01;4623109;98050380;RS;8619;Comércio atacadista de alimentos para animais;2143;0.0;demais;Cooperativa;3
052390068SP;89305239;0068;90;2005-11-01;1995-09-01;4634601;03104000;SP;7107;Comércio atacadista de carnes bovinas e suínas e derivados;2143;0.0;demais;Cooperativa;3
775950027RS;89677595;0027;67;2005-11-01;1996-08-01;1051100;99400000;RS;8647;Preparação do leite;2143;0.0;demais;Cooperativa;3
775950030RS;89677595;0030;62;;2005-04-01;4711302;99400000;RS;8647;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;0.0;demais;Cooperativa;3
776920030RS;89777692;0030;27;2003-10-01;1993-05-01;4753900;95915000;RS;6033;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;2143;0.0;demais;Cooperativa;3
432050002RS;89843205;0002;23;2005-11-01;1966-08-01;4774100;95170010;RS;8655;Comércio varejista de artigos de óptica;2143;0.0;demais;Cooperativa;2
559530024RS;90155953;0024;08;2005-11-01;1983-06-01;4611700;99930000;RS;7301;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;2143;0.0;demais;Cooperativa;2
559530028RS;90155953;0028;31;2005-11-01;1984-08-01;4712100;99900000;RS;8677;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;2143;0.0;demais;Cooperativa;3
559530036RS;90155953;0036;41;2005-11-01;1993-07-01;4611700;99910000;RS;0986;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;2143;0.0;demais;Cooperativa;3
572890008RS;90657289;0008;85;2005-11-01;1982-03-01;4622200;98200000;RS;8701;Comércio atacadista de soja;2143;0.0;demais;Cooperativa;3
572890059RS;90657289;0059;25;;2005-04-01;4622200;96755000;RS;5773;Comércio atacadista de soja;2143;0.0;demais;Cooperativa;2
607540014RS;90660754;0014;85;2003-10-01;1982-02-01;3514000;98130000;RS;8725;Distribuição de energia elétrica;2143;0.0;demais;Cooperativa;3
607540016RS;90660754;0016;47;2003-10-01;1983-08-01;3514000;99150000;RS;8737;Distribuição de energia elétrica;2143;0.0;demais;Cooperativa;3
607540018RS;90660754;0018;09;2003-10-01;1983-12-01;3514000;98125000;RS;9827;Distribuição de energia elétrica;2143;0.0;demais;Cooperativa;3
607540020RS;90660754;0020;23;2003-10-01;1984-07-01;3514000;99490000;RS;8923;Distribuição de energia elétrica;2143;0.0;demais;Cooperativa;3
265060015RS;90726506;0015;70;2005-11-01;1984-06-01;4622200;98750000;RS;8503;Comércio atacadista de soja;2143;0.0;demais;Cooperativa;2
265060029RS;90726506;0029;76;2005-11-01;1975-02-01;4622200;98740000;RS;8529;Comércio atacadista de soja;2143;0.0;demais;Cooperativa;2
265060038RS;90726506;0038;67;2005-11-01;1977-02-01;1061901;96450000;RS;8629;Beneficiamento de arroz;2143;0.0;demais;Cooperativa;3
265060045RS;90726506;0045;96;2005-11-01;1992-02-01;4683400;98528000;RS;6073;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;3
265060127RS;90726506;0127;77;2005-11-01;2003-12-01;4683400;98733000;RS;1128;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
937830003RS;90993783;0003;06;2004-12-01;1966-09-01;1112700;97760000;RS;8723;Fabricação de vinho;2143;0.0;demais;Cooperativa;2
226320006RS;91022632;0006;16;2005-11-01;1991-01-01;4622200;97250000;RS;8765;Comércio atacadista de soja;2143;0.0;demais;Cooperativa;3
226320008RS;91022632;0008;88;2005-11-01;1991-07-01;4711302;97250000;RS;8765;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;0.0;demais;Cooperativa;3
226320021RS;91022632;0021;55;2005-11-01;2003-09-01;4622200;98130000;RS;8725;Comércio atacadista de soja;2143;0.0;demais;Cooperativa;3
646130001CE;23464613;0001;85;2005-11-01;1988-06-01;8130300;63430000;CE;1409;Atividades paisagísticas;2143;0.0;demais;Cooperativa;2
895070012RS;91589507;0012;30;;2004-06-01;4744001;95334000;RS;7311;Comércio varejista de ferragens e ferramentas;2143;0.0;demais;Cooperativa;3
472590010RS;91947259;0010;90;2005-11-01;1980-06-01;5211701;98345000;RS;7369;Armazéns gerais - emissão de warrant;2143;0.0;demais;Cooperativa;3
472590013RS;91947259;0013;33;2005-11-01;1980-12-01;5211701;98335000;RS;5981;Armazéns gerais - emissão de warrant;2143;0.0;demais;Cooperativa;3
472590041RS;91947259;0041;97;2005-11-01;2003-12-01;4711302;98390000;RS;8643;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;0.0;demais;Cooperativa;3
824960014RS;91982496;0014;16;2005-11-01;1984-01-01;4744099;98290000;RS;8611;Comércio varejista de materiais de construção em geral;2143;0.0;demais;Cooperativa;3
956920002RS;92195692;0002;70;2005-11-01;1973-10-01;4774100;96020720;RS;8791;Comércio varejista de artigos de óptica;2143;5989791.06;demais;Cooperativa;3
956920017RJ;92195692;0017;56;2005-11-01;1999-04-01;4639701;21011070;RJ;6001;Comércio atacadista de produtos alimentícios em geral;2143;5989791.06;demais;Cooperativa;2
053080002RS;93305308;0002;07;2005-11-01;1995-11-01;4711302;99001970;RS;8785;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;0.0;demais;Cooperativa;2
585660001BA;42258566;0001;68;2005-01-01;1993-02-01;8650099;41810011;BA;3849;Atividades de profissionais da área de saúde não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
578830001PR;79457883;0001;13;2005-11-01;1986-07-01;6424703;86975000;PR;7677;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
248910002RS;95424891;0002;09;2004-07-01;2004-07-01;6424703;96859000;RS;8839;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
213100018RS;95821310;0018;21;2005-11-01;1978-12-01;4711302;98960000;RS;8861;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;0.0;demais;Cooperativa;3
243220012RS;95824322;0012;14;2003-10-01;1987-12-01;3514000;98780744;RS;8847;Distribuição de energia elétrica;2143;0.0;demais;Cooperativa;3
033020028RS;96203302;0028;56;2005-11-01;1978-12-01;4622200;97980000;RS;8889;Comércio atacadista de soja;2143;0.0;demais;Cooperativa;3
814340014RS;97081434;0014;10;2004-02-01;1994-06-01;3514000;98850000;RS;6053;Distribuição de energia elétrica;2143;0.0;demais;Cooperativa;2
